team_name,start_time,end_time,prize_category,sponsor_name,location
Test3513,Sun Oct 22 2023 13:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:05:00 GMT-0400 (Eastern Daylight Time),Best Active-Wellness/Health Hack - Herbal Apothecary,Technica,8.3
Test2014,Sun Oct 22 2023 12:40:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:45:00 GMT-0400 (Eastern Daylight Time),Best Hack Promoting Education or Public Health,Bloomberg,9.1
Test2014,Sun Oct 22 2023 13:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Best Financial Hack,Capital One,9.1
Test2014,Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Best Education Hack,Technica,9.1
Test2114,Sun Oct 22 2023 13:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Best Use of FinTech,T. Rowe Price,9.2
Test2114,Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Best Hack for Sustainability,Optiver,9.2
Test2214,Sun Oct 22 2023 13:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Climate Change Sentiment Analysis and Impacts on Housing,Fannie Mae,9.3
Test2214,Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Most “Ever Vigilant” Hack Against Spyware,CACI International,9.3
Test2214,Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Best Gamification Hack - Create Your Own Reality,Technica,9.3
Test2314,Sun Oct 22 2023 13:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Best Accessibility Solution,Technica,10.1
Test2314,Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Best Startup Track Hack,Technica,10.1
Test2314,Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Best Research Track Hack,Technica,10.1
Test2414,Sun Oct 22 2023 13:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Best UI/UX Hack,Technica,10.2
Test2414,Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (College),Technica,10.2
Test2414,Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (Middle & High School),Technica,10.2
Test2514,Sun Oct 22 2023 13:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Best Social Good Hack,Technica,10.3
Test2514,Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Best Active-Wellness/Health Hack - Herbal Apothecary,Technica,10.3
Test3014,Sun Oct 22 2023 12:45:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:50:00 GMT-0400 (Eastern Daylight Time),Best Hack Promoting Education or Public Health,Bloomberg,11.1
Test3014,Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Best Financial Hack,Capital One,11.1
Test3014,Sun Oct 22 2023 13:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Best Education Hack,Technica,11.1
Test3114,Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Best Use of FinTech,T. Rowe Price,11.2
Test3114,Sun Oct 22 2023 13:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Best Hack for Sustainability,Optiver,11.2
Test3214,Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Climate Change Sentiment Analysis and Impacts on Housing,Fannie Mae,11.3
Test3214,Sun Oct 22 2023 13:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Most “Ever Vigilant” Hack Against Spyware,CACI International,11.3
Test3214,Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Best Gamification Hack - Create Your Own Reality,Technica,11.3
Test3314,Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Best Accessibility Solution,Technica,12.1
Test3314,Sun Oct 22 2023 13:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Best Startup Track Hack,Technica,12.1
Test3314,Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Best Research Track Hack,Technica,12.1
Test3414,Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Best UI/UX Hack,Technica,12.2
Test3414,Sun Oct 22 2023 13:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (College),Technica,12.2
Test3414,Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (Middle & High School),Technica,12.2
Test3514,Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Best Social Good Hack,Technica,12.3
Test3514,Sun Oct 22 2023 13:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Best Active-Wellness/Health Hack - Herbal Apothecary,Technica,12.3
Test2015,Sun Oct 22 2023 12:50:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 12:55:00 GMT-0400 (Eastern Daylight Time),Best Hack Promoting Education or Public Health,Bloomberg,13.1
Test2015,Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Best Financial Hack,Capital One,13.1
Test2015,Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Best Education Hack,Technica,13.1
Test2115,Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Best Use of FinTech,T. Rowe Price,13.2
Test2115,Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Best Hack for Sustainability,Optiver,13.2
Test2215,Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Climate Change Sentiment Analysis and Impacts on Housing,Fannie Mae,13.3
Test2215,Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Most “Ever Vigilant” Hack Against Spyware,CACI International,13.3
Test2215,Sun Oct 22 2023 13:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Best Gamification Hack - Create Your Own Reality,Technica,13.3
Test2315,Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Best Accessibility Solution,Technica,14.1
Test2315,Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Best Startup Track Hack,Technica,14.1
Test2315,Sun Oct 22 2023 13:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Best Research Track Hack,Technica,14.1
Test2415,Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Best UI/UX Hack,Technica,14.2
Test2415,Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (College),Technica,14.2
Test2415,Sun Oct 22 2023 13:10:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (Middle & High School),Technica,14.2
Test2515,Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Best Social Good Hack,Technica,14.3
Test2515,Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Best Active-Wellness/Health Hack - Herbal Apothecary,Technica,14.3
Test3015,Sun Oct 22 2023 12:55:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:00:00 GMT-0400 (Eastern Daylight Time),Best Hack Promoting Education or Public Health,Bloomberg,15.1
Test3015,Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Best Financial Hack,Capital One,15.1
Test3015,Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Best Education Hack,Technica,15.1
Test3115,Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Best Use of FinTech,T. Rowe Price,15.2
Test3115,Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Best Hack for Sustainability,Optiver,15.2
Test3215,Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Climate Change Sentiment Analysis and Impacts on Housing,Fannie Mae,15.3
Test3215,Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Most “Ever Vigilant” Hack Against Spyware,CACI International,15.3
Test3215,Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Best Gamification Hack - Create Your Own Reality,Technica,15.3
Test4014,Sun Oct 22 2023 13:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:05:00 GMT-0400 (Eastern Daylight Time),Best Hack Promoting Education or Public Health,Bloomberg,5.10
Test4014,Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:35:00 GMT-0400 (Eastern Daylight Time),Best Financial Hack,Capital One,5.10
Test4014,Sun Oct 22 2023 13:35:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:40:00 GMT-0400 (Eastern Daylight Time),Best Education Hack,Technica,5.10
Test4114,Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:35:00 GMT-0400 (Eastern Daylight Time),Best Use of FinTech,T. Rowe Price,1.1
Test4114,Sun Oct 22 2023 13:35:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:40:00 GMT-0400 (Eastern Daylight Time),Best Hack for Sustainability,Optiver,1.1
Test4214,Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:35:00 GMT-0400 (Eastern Daylight Time),Climate Change Sentiment Analysis and Impacts on Housing,Fannie Mae,1.2
Test4214,Sun Oct 22 2023 13:35:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:40:00 GMT-0400 (Eastern Daylight Time),Most “Ever Vigilant” Hack Against Spyware,CACI International,1.2
Test4214,Sun Oct 22 2023 13:40:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:45:00 GMT-0400 (Eastern Daylight Time),Best Gamification Hack - Create Your Own Reality,Technica,1.2
Test4314,Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Best Accessibility Solution,Technica,2.1
Test4314,Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Best Startup Track Hack,Technica,2.1
Test4314,Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Best Research Track Hack,Technica,2.1
Test4414,Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Best UI/UX Hack,Technica,2.2
Test4414,Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (College),Technica,2.2
Test4414,Sun Oct 22 2023 13:15:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (Middle & High School),Technica,2.2
Test4514,Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Best Social Good Hack,Technica,2.3
Test4514,Sun Oct 22 2023 13:20:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:25:00 GMT-0400 (Eastern Daylight Time),Best Active-Wellness/Health Hack - Herbal Apothecary,Technica,2.3
Test4015,Sun Oct 22 2023 13:05:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:10:00 GMT-0400 (Eastern Daylight Time),Best Hack Promoting Education or Public Health,Bloomberg,2.4
Test4015,Sun Oct 22 2023 13:35:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:40:00 GMT-0400 (Eastern Daylight Time),Best Financial Hack,Capital One,2.4
Test4015,Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:35:00 GMT-0400 (Eastern Daylight Time),Best Education Hack,Technica,2.4
Test4115,Sun Oct 22 2023 13:35:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:40:00 GMT-0400 (Eastern Daylight Time),Best Use of FinTech,T. Rowe Price,2.5
Test4115,Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:35:00 GMT-0400 (Eastern Daylight Time),Best Hack for Sustainability,Optiver,2.5
Test4215,Sun Oct 22 2023 13:35:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:40:00 GMT-0400 (Eastern Daylight Time),Climate Change Sentiment Analysis and Impacts on Housing,Fannie Mae,2.6
Test4215,Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:35:00 GMT-0400 (Eastern Daylight Time),Most “Ever Vigilant” Hack Against Spyware,CACI International,2.6
Test4215,Sun Oct 22 2023 13:45:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:50:00 GMT-0400 (Eastern Daylight Time),Best Gamification Hack - Create Your Own Reality,Technica,2.6
Test4315,Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:35:00 GMT-0400 (Eastern Daylight Time),Best Accessibility Solution,Technica,2.7
Test4315,Sun Oct 22 2023 13:35:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:40:00 GMT-0400 (Eastern Daylight Time),Best Startup Track Hack,Technica,2.7
Test4315,Sun Oct 22 2023 13:40:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:45:00 GMT-0400 (Eastern Daylight Time),Best Research Track Hack,Technica,2.7
Test4415,Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:35:00 GMT-0400 (Eastern Daylight Time),Best UI/UX Hack,Technica,3.1
Test4415,Sun Oct 22 2023 13:35:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:40:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (College),Technica,3.1
Test4415,Sun Oct 22 2023 13:40:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:45:00 GMT-0400 (Eastern Daylight Time),Best Beginner Hack (Middle & High School),Technica,3.1
Test4515,Sun Oct 22 2023 13:30:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:35:00 GMT-0400 (Eastern Daylight Time),Best Social Good Hack,Technica,3.2
Test4515,Sun Oct 22 2023 13:35:00 GMT-0400 (Eastern Daylight Time),Sun Oct 22 2023 13:40:00 GMT-0400 (Eastern Daylight Time),Best Active-Wellness/Health Hack - Herbal Apothecary,Technica,3.2
MLHTest0,,,MLH Prizes,MLH,3.3
MLHTest1,,,MLH Prizes,MLH,3.4
MLHTest2,,,MLH Prizes,MLH,3.5
